ZIP,COUNTYNAME,STATE,STCOUNTYFP,CLASSFP,IECC_Climate_Zone,Lockout_Setpoint
16242,Clarion County,PA,42031,H1,5A,69.0
16235,Clarion County,PA,42031,H1,5A,69.0
15829,Clarion County,PA,42031,H1,5A,69.0
16239,Clarion County,PA,42031,H1,5A,69.0
16036,Clarion County,PA,42031,H1,5A,69.0
16220,Clarion County,PA,42031,H1,5A,69.0
16058,Clarion County,PA,42031,H1,5A,69.0
16230,Clarion County,PA,42031,H1,5A,69.0
16232,Clarion County,PA,42031,H1,5A,69.0
16255,Clarion County,PA,42031,H1,5A,69.0
16353,Clarion County,PA,42031,H1,5A,69.0
16224,Clarion County,PA,42031,H1,5A,69.0
16225,Clarion County,PA,42031,H1,5A,69.0
15849,Clearfield County,PA,42033,H1,6A,71.0
16833,Clearfield County,PA,42033,H1,6A,71.0
16881,Clearfield County,PA,42033,H1,6A,71.0
16858,Clearfield County,PA,42033,H1,6A,71.0
16656,Clearfield County,PA,42033,H1,6A,71.0
16639,Clearfield County,PA,42033,H1,6A,71.0
15742,Clearfield County,PA,42033,H1,6A,71.0
15753,Clearfield County,PA,42033,H1,6A,71.0
15767,Clearfield County,PA,42033,H1,6A,71.0
16616,Clearfield County,PA,42033,H1,6A,71.0
16850,Clearfield County,PA,42033,H1,6A,71.0
16821,Clearfield County,PA,42033,H1,6A,71.0
15824,Clearfield County,PA,42033,H1,6A,71.0
16640,Clearfield County,PA,42033,H1,6A,71.0
16873,Clearfield County,PA,42033,H1,6A,71.0
16620,Clearfield County,PA,42033,H1,6A,71.0
15856,Clearfield County,PA,42033,H1,6A,71.0
16838,Clearfield County,PA,42033,H1,6A,71.0
16666,Clearfield County,PA,42033,H1,6A,71.0
16645,Clearfield County,PA,42033,H1,6A,71.0
16671,Clearfield County,PA,42033,H1,6A,71.0
15724,Clearfield County,PA,42033,H1,6A,71.0
16876,Clearfield County,PA,42033,H1,6A,71.0
16681,Clearfield County,PA,42033,H1,6A,71.0
16839,Clearfield County,PA,42033,H1,6A,71.0
15866,Clearfield County,PA,42033,H1,6A,71.0
15865,Clearfield County,PA,42033,H1,6A,71.0
16825,Clearfield County,PA,42033,H1,6A,71.0
16847,Clearfield County,PA,42033,H1,6A,71.0
15801,Clearfield County,PA,42033,H1,6A,71.0
16860,Clearfield County,PA,42033,H1,6A,71.0
16840,Clearfield County,PA,42033,H1,6A,71.0
16834,Clearfield County,PA,42033,H1,6A,71.0
16836,Clearfield County,PA,42033,H1,6A,71.0
16878,Clearfield County,PA,42033,H1,6A,71.0
16845,Clearfield County,PA,42033,H1,6A,71.0
16879,Clearfield County,PA,42033,H1,6A,71.0
16837,Clearfield County,PA,42033,H1,6A,71.0
15840,Clearfield County,PA,42033,H1,6A,71.0
16646,Clearfield County,PA,42033,H1,6A,71.0
15823,Clearfield County,PA,42033,H1,6A,71.0
16849,Clearfield County,PA,42033,H1,6A,71.0
16663,Clearfield County,PA,42033,H1,6A,71.0
16855,Clearfield County,PA,42033,H1,6A,71.0
16866,Clearfield County,PA,42033,H1,6A,71.0
15848,Clearfield County,PA,42033,H1,6A,71.0
16627,Clearfield County,PA,42033,H1,6A,71.0
16651,Clearfield County,PA,42033,H1,6A,71.0
16830,Clearfield County,PA,42033,H1,6A,71.0
16692,Clearfield County,PA,42033,H1,6A,71.0
16661,Clearfield County,PA,42033,H1,6A,71.0
16871,Clearfield County,PA,42033,H1,6A,71.0
16863,Clearfield County,PA,42033,H1,6A,71.0
16680,Clearfield County,PA,42033,H1,6A,71.0
15757,Clearfield County,PA,42033,H1,6A,71.0
16861,Clearfield County,PA,42033,H1,6A,71.0
16843,Clearfield County,PA,42033,H1,6A,71.0
15851,Clearfield County,PA,42033,H1,6A,71.0
15721,Clearfield County,PA,42033,H1,6A,71.0
17751,Clinton County,PA,42035,H1,5A,69.0
17760,Clinton County,PA,42035,H1,5A,69.0
17726,Clinton County,PA,42035,H1,5A,69.0
17747,Clinton County,PA,42035,H1,5A,69.0
17740,Clinton County,PA,42035,H1,5A,69.0
17778,Clinton County,PA,42035,H1,5A,69.0
17750,Clinton County,PA,42035,H1,5A,69.0
16841,Clinton County,PA,42035,H1,5A,69.0
16822,Clinton County,PA,42035,H1,5A,69.0
17745,Clinton County,PA,42035,H1,5A,69.0
16848,Clinton County,PA,42035,H1,5A,69.0
17779,Clinton County,PA,42035,H1,5A,69.0
17721,Clinton County,PA,42035,H1,5A,69.0
16871,Clinton County,PA,42035,H1,5A,69.0
17764,Clinton County,PA,42035,H1,5A,69.0
16864,Clinton County,PA,42035,H1,5A,69.0
17729,Clinton County,PA,42035,H1,5A,69.0
16845,Clinton County,PA,42035,H1,5A,69.0
17748,Clinton County,PA,42035,H1,5A,69.0
17821,Columbia County,PA,42037,H1,5A,69.0
17772,Columbia County,PA,42037,H1,5A,69.0
17815,Columbia County,PA,42037,H1,5A,69.0
17967,Columbia County,PA,42037,H1,5A,69.0
17888,Columbia County,PA,42037,H1,5A,69.0
18249,Columbia County,PA,42037,H1,5A,69.0
18603,Columbia County,PA,42037,H1,5A,69.0
18655,Columbia County,PA,42037,H1,5A,69.0
17985,Columbia County,PA,42037,H1,5A,69.0
18629,Columbia County,PA,42037,H1,5A,69.0
17824,Columbia County,PA,42037,H1,5A,69.0
17814,Columbia County,PA,42037,H1,5A,69.0
17859,Columbia County,PA,42037,H1,5A,69.0
18635,Columbia County,PA,42037,H1,5A,69.0
17921,Columbia County,PA,42037,H1,5A,69.0
17774,Columbia County,PA,42037,H1,5A,69.0
17858,Columbia County,PA,42037,H1,5A,69.0
17820,Columbia County,PA,42037,H1,5A,69.0
17846,Columbia County,PA,42037,H1,5A,69.0
17878,Columbia County,PA,42037,H1,5A,69.0
17920,Columbia County,PA,42037,H1,5A,69.0
18631,Columbia County,PA,42037,H1,5A,69.0
17847,Columbia County,PA,42037,H1,5A,69.0
16404,Crawford County,PA,42039,H1,5A,69.0
16131,Crawford County,PA,42039,H1,5A,69.0
16441,Crawford County,PA,42039,H1,5A,69.0
16424,Crawford County,PA,42039,H1,5A,69.0
16335,Crawford County,PA,42039,H1,5A,69.0
16354,Crawford County,PA,42039,H1,5A,69.0
16360,Crawford County,PA,42039,H1,5A,69.0
16314,Crawford County,PA,42039,H1,5A,69.0
16388,Crawford County,PA,42039,H1,5A,69.0
16406,Crawford County,PA,42039,H1,5A,69.0
16434,Crawford County,PA,42039,H1,5A,69.0
16412,Crawford County,PA,42039,H1,5A,69.0
16316,Crawford County,PA,42039,H1,5A,69.0
16438,Crawford County,PA,42039,H1,5A,69.0
16403,Crawford County,PA,42039,H1,5A,69.0
16401,Crawford County,PA,42039,H1,5A,69.0
16327,Crawford County,PA,42039,H1,5A,69.0
16134,Crawford County,PA,42039,H1,5A,69.0
16433,Crawford County,PA,42039,H1,5A,69.0
16407,Crawford County,PA,42039,H1,5A,69.0
16420,Crawford County,PA,42039,H1,5A,69.0
16125,Crawford County,PA,42039,H1,5A,69.0
16422,Crawford County,PA,42039,H1,5A,69.0
16111,Crawford County,PA,42039,H1,5A,69.0
16435,Crawford County,PA,42039,H1,5A,69.0
16440,Crawford County,PA,42039,H1,5A,69.0
16110,Crawford County,PA,42039,H1,5A,69.0
16328,Crawford County,PA,42039,H1,5A,69.0
16362,Crawford County,PA,42039,H1,5A,69.0
17011,Cumberland County,PA,42041,H1,5A,69.0
17043,Cumberland County,PA,42041,H1,5A,69.0
17072,Cumberland County,PA,42041,H1,5A,69.0
17025,Cumberland County,PA,42041,H1,5A,69.0
17257,Cumberland County,PA,42041,H1,5A,69.0
17266,Cumberland County,PA,42041,H1,5A,69.0
17055,Cumberland County,PA,42041,H1,5A,69.0
17050,Cumberland County,PA,42041,H1,5A,69.0
17070,Cumberland County,PA,42041,H1,5A,69.0
17090,Cumberland County,PA,42041,H1,5A,69.0
17065,Cumberland County,PA,42041,H1,5A,69.0
17015,Cumberland County,PA,42041,H1,5A,69.0
17007,Cumberland County,PA,42041,H1,5A,69.0
17241,Cumberland County,PA,42041,H1,5A,69.0
17240,Cumberland County,PA,42041,H1,5A,69.0
17027,Cumberland County,PA,42041,H1,5A,69.0
17307,Cumberland County,PA,42041,H1,5A,69.0
17006,Cumberland County,PA,42041,H1,5A,69.0
17089,Cumberland County,PA,42041,H1,5A,69.0
17081,Cumberland County,PA,42041,H1,5A,69.0
17013,Cumberland County,PA,42041,H1,5A,69.0
17001,Cumberland County,PA,42041,H1,5A,69.0
17019,Cumberland County,PA,42041,H1,5A,69.0
17093,Cumberland County,PA,42041,H1,5A,69.0
17324,Cumberland County,PA,42041,H1,5A,69.0
17053,Cumberland County,PA,42041,H1,5A,69.0
17061,Dauphin County,PA,42043,H1,5A,69.0
17032,Dauphin County,PA,42043,H1,5A,69.0
17124,Dauphin County,PA,42043,H1,5A,69.0
17122,Dauphin County,PA,42043,H1,5A,69.0
17101,Dauphin County,PA,42043,H1,5A,69.0
17980,Dauphin County,PA,42043,H1,5A,69.0
19405,Dauphin County,PA,42043,H1,5A,69.0
17177,Dauphin County,PA,42043,H1,5A,69.0
17125,Dauphin County,PA,42043,H1,5A,69.0
17048,Dauphin County,PA,42043,H1,5A,69.0
17018,Dauphin County,PA,42043,H1,5A,69.0
17112,Dauphin County,PA,42043,H1,5A,69.0
17128,Dauphin County,PA,42043,H1,5A,69.0
17121,Dauphin County,PA,42043,H1,5A,69.0
17129,Dauphin County,PA,42043,H1,5A,69.0
17020,Dauphin County,PA,42043,H1,5A,69.0
17123,Dauphin County,PA,42043,H1,5A,69.0
17104,Dauphin County,PA,42043,H1,5A,69.0
17109,Dauphin County,PA,42043,H1,5A,69.0
17110,Dauphin County,PA,42043,H1,5A,69.0
17107,Dauphin County,PA,42043,H1,5A,69.0
17005,Dauphin County,PA,42043,H1,5A,69.0
17057,Dauphin County,PA,42043,H1,5A,69.0
17102,Dauphin County,PA,42043,H1,5A,69.0
17078,Dauphin County,PA,42043,H1,5A,69.0
17098,Dauphin County,PA,42043,H1,5A,69.0
17106,Dauphin County,PA,42043,H1,5A,69.0
17017,Dauphin County,PA,42043,H1,5A,69.0
17036,Dauphin County,PA,42043,H1,5A,69.0
17034,Dauphin County,PA,42043,H1,5A,69.0
17022,Dauphin County,PA,42043,H1,5A,69.0
17028,Dauphin County,PA,42043,H1,5A,69.0
17111,Dauphin County,PA,42043,H1,5A,69.0
17105,Dauphin County,PA,42043,H1,5A,69.0
17103,Dauphin County,PA,42043,H1,5A,69.0
17033,Dauphin County,PA,42043,H1,5A,69.0
17126,Dauphin County,PA,42043,H1,5A,69.0
17097,Dauphin County,PA,42043,H1,5A,69.0
17130,Dauphin County,PA,42043,H1,5A,69.0
17127,Dauphin County,PA,42043,H1,5A,69.0
17023,Dauphin County,PA,42043,H1,5A,69.0
17113,Dauphin County,PA,42043,H1,5A,69.0
17108,Dauphin County,PA,42043,H1,5A,69.0
17030,Dauphin County,PA,42043,H1,5A,69.0
17978,Dauphin County,PA,42043,H1,5A,69.0
17120,Dauphin County,PA,42043,H1,5A,69.0
17080,Dauphin County,PA,42043,H1,5A,69.0
19013,Delaware County,PA,42045,H1,4A,69.0
19015,Delaware County,PA,42045,H1,4A,69.0
19073,Delaware County,PA,42045,H1,4A,69.0
19070,Delaware County,PA,42045,H1,4A,69.0
19087,Delaware County,PA,42045,H1,4A,69.0
19081,Delaware County,PA,42045,H1,4A,69.0
19050,Delaware County,PA,42045,H1,4A,69.0
19317,Delaware County,PA,42045,H1,4A,69.0
19312,Delaware County,PA,42045,H1,4A,69.0
19333,Delaware County,PA,42045,H1,4A,69.0
19008,Delaware County,PA,42045,H1,4A,69.0
19026,Delaware County,PA,42045,H1,4A,69.0
19036,Delaware County,PA,42045,H1,4A,69.0
19074,Delaware County,PA,42045,H1,4A,69.0
19113,Delaware County,PA,42045,H1,4A,69.0
19063,Delaware County,PA,42045,H1,4A,69.0
19060,Delaware County,PA,42045,H1,4A,69.0
19029,Delaware County,PA,42045,H1,4A,69.0
19382,Delaware County,PA,42045,H1,4A,69.0
19043,Delaware County,PA,42045,H1,4A,69.0
19342,Delaware County,PA,42045,H1,4A,69.0
19319,Delaware County,PA,42045,H1,4A,69.0
19094,Delaware County,PA,42045,H1,4A,69.0
19016,Delaware County,PA,42045,H1,4A,69.0
19096,Delaware County,PA,42045,H1,4A,69.0
19339,Delaware County,PA,42045,H1,4A,69.0
19098,Delaware County,PA,42045,H1,4A,69.0
19023,Delaware County,PA,42045,H1,4A,69.0
19078,Delaware County,PA,42045,H1,4A,69.0
19010,Delaware County,PA,42045,H1,4A,69.0
19014,Delaware County,PA,42045,H1,4A,69.0
19153,Delaware County,PA,42045,H1,4A,69.0
19086,Delaware County,PA,42045,H1,4A,69.0
19061,Delaware County,PA,42045,H1,4A,69.0
19082,Delaware County,PA,42045,H1,4A,69.0
19079,Delaware County,PA,42045,H1,4A,69.0
19064,Delaware County,PA,42045,H1,4A,69.0
19041,Delaware County,PA,42045,H1,4A,69.0
19076,Delaware County,PA,42045,H1,4A,69.0
19039,Delaware County,PA,42045,H1,4A,69.0
19022,Delaware County,PA,42045,H1,4A,69.0
19003,Delaware County,PA,42045,H1,4A,69.0
19331,Delaware County,PA,42045,H1,4A,69.0
19018,Delaware County,PA,42045,H1,4A,69.0
19033,Delaware County,PA,42045,H1,4A,69.0
19083,Delaware County,PA,42045,H1,4A,69.0
19085,Delaware County,PA,42045,H1,4A,69.0
19032,Delaware County,PA,42045,H1,4A,69.0
19373,Delaware County,PA,42045,H1,4A,69.0
19028,Delaware County,PA,42045,H1,4A,69.0
19017,Delaware County,PA,42045,H1,4A,69.0
19052,Delaware County,PA,42045,H1,4A,69.0
19091,Delaware County,PA,42045,H1,4A,69.0
15853,Elk County,PA,42047,H1,6A,71.0
15857,Elk County,PA,42047,H1,6A,71.0
16735,Elk County,PA,42047,H1,6A,71.0
15834,Elk County,PA,42047,H1,6A,71.0
15827,Elk County,PA,42047,H1,6A,71.0
15832,Elk County,PA,42047,H1,6A,71.0
16734,Elk County,PA,42047,H1,6A,71.0
15870,Elk County,PA,42047,H1,6A,71.0
15845,Elk County,PA,42047,H1,6A,71.0
15860,Elk County,PA,42047,H1,6A,71.0
15822,Elk County,PA,42047,H1,6A,71.0
15846,Elk County,PA,42047,H1,6A,71.0
15821,Elk County,PA,42047,H1,6A,71.0
15828,Elk County,PA,42047,H1,6A,71.0
15831,Elk County,PA,42047,H1,6A,71.0
15841,Elk County,PA,42047,H1,6A,71.0
15823,Elk County,PA,42047,H1,6A,71.0
15868,Elk County,PA,42047,H1,6A,71.0
16428,Erie County,PA,42049,H1,5A,69.0
16423,Erie County,PA,42049,H1,5A,69.0
16510,Erie County,PA,42049,H1,5A,69.0
16401,Erie County,PA,42049,H1,5A,69.0
16441,Erie County,PA,42049,H1,5A,69.0
16430,Erie County,PA,42049,H1,5A,69.0
16427,Erie County,PA,42049,H1,5A,69.0
16438,Erie County,PA,42049,H1,5A,69.0
16410,Erie County,PA,42049,H1,5A,69.0
16442,Erie County,PA,42049,H1,5A,69.0
16512,Erie County,PA,42049,H1,5A,69.0
16426,Erie County,PA,42049,H1,5A,69.0
16412,Erie County,PA,42049,H1,5A,69.0
16421,Erie County,PA,42049,H1,5A,69.0
16508,Erie County,PA,42049,H1,5A,69.0
16502,Erie County,PA,42049,H1,5A,69.0
16514,Erie County,PA,42049,H1,5A,69.0
16444,Erie County,PA,42049,H1,5A,69.0
16530,Erie County,PA,42049,H1,5A,69.0
16411,Erie County,PA,42049,H1,5A,69.0
16475,Erie County,PA,42049,H1,5A,69.0
16541,Erie County,PA,42049,H1,5A,69.0
16415,Erie County,PA,42049,H1,5A,69.0
16509,Erie County,PA,42049,H1,5A,69.0
16505,Erie County,PA,42049,H1,5A,69.0
16504,Erie County,PA,42049,H1,5A,69.0
16503,Erie County,PA,42049,H1,5A,69.0
16507,Erie County,PA,42049,H1,5A,69.0
16443,Erie County,PA,42049,H1,5A,69.0
16435,Erie County,PA,42049,H1,5A,69.0
16534,Erie County,PA,42049,H1,5A,69.0
16417,Erie County,PA,42049,H1,5A,69.0
16565,Erie County,PA,42049,H1,5A,69.0
16403,Erie County,PA,42049,H1,5A,69.0
16546,Erie County,PA,42049,H1,5A,69.0
16413,Erie County,PA,42049,H1,5A,69.0
16550,Erie County,PA,42049,H1,5A,69.0
16407,Erie County,PA,42049,H1,5A,69.0
16506,Erie County,PA,42049,H1,5A,69.0
16501,Erie County,PA,42049,H1,5A,69.0
16511,Erie County,PA,42049,H1,5A,69.0
16563,Erie County,PA,42049,H1,5A,69.0
16515,Erie County,PA,42049,H1,5A,69.0
16544,Erie County,PA,42049,H1,5A,69.0
15425,Fayette County,PA,42051,H1,5A,69.0
15451,Fayette County,PA,42051,H1,5A,69.0
15480,Fayette County,PA,42051,H1,5A,69.0
15436,Fayette County,PA,42051,H1,5A,69.0
15464,Fayette County,PA,42051,H1,5A,69.0
15478,Fayette County,PA,42051,H1,5A,69.0
15622,Fayette County,PA,42051,H1,5A,69.0
15631,Fayette County,PA,42051,H1,5A,69.0
15486,Fayette County,PA,42051,H1,5A,69.0
15433,Fayette County,PA,42051,H1,5A,69.0
15424,Fayette County,PA,42051,H1,5A,69.0
15488,Fayette County,PA,42051,H1,5A,69.0
15482,Fayette County,PA,42051,H1,5A,69.0
15420,Fayette County,PA,42051,H1,5A,69.0
15466,Fayette County,PA,42051,H1,5A,69.0
15470,Fayette County,PA,42051,H1,5A,69.0
15610,Fayette County,PA,42051,H1,5A,69.0
15468,Fayette County,PA,42051,H1,5A,69.0
15459,Fayette County,PA,42051,H1,5A,69.0
15435,Fayette County,PA,42051,H1,5A,69.0
15462,Fayette County,PA,42051,H1,5A,69.0
15492,Fayette County,PA,42051,H1,5A,69.0
15415,Fayette County,PA,42051,H1,5A,69.0
15416,Fayette County,PA,42051,H1,5A,69.0
15421,Fayette County,PA,42051,H1,5A,69.0
15439,Fayette County,PA,42051,H1,5A,69.0
15443,Fayette County,PA,42051,H1,5A,69.0
15442,Fayette County,PA,42051,H1,5A,69.0
15473,Fayette County,PA,42051,H1,5A,69.0
15456,Fayette County,PA,42051,H1,5A,69.0
15490,Fayette County,PA,42051,H1,5A,69.0
15455,Fayette County,PA,42051,H1,5A,69.0
15467,Fayette County,PA,42051,H1,5A,69.0
15444,Fayette County,PA,42051,H1,5A,69.0
15475,Fayette County,PA,42051,H1,5A,69.0
15447,Fayette County,PA,42051,H1,5A,69.0
15484,Fayette County,PA,42051,H1,5A,69.0
15446,Fayette County,PA,42051,H1,5A,69.0
15440,Fayette County,PA,42051,H1,5A,69.0
15450,Fayette County,PA,42051,H1,5A,69.0
15460,Fayette County,PA,42051,H1,5A,69.0
15430,Fayette County,PA,42051,H1,5A,69.0
15463,Fayette County,PA,42051,H1,5A,69.0
15422,Fayette County,PA,42051,H1,5A,69.0
15449,Fayette County,PA,42051,H1,5A,69.0
15401,Fayette County,PA,42051,H1,5A,69.0
15431,Fayette County,PA,42051,H1,5A,69.0
15417,Fayette County,PA,42051,H1,5A,69.0
15428,Fayette County,PA,42051,H1,5A,69.0
15469,Fayette County,PA,42051,H1,5A,69.0
15461,Fayette County,PA,42051,H1,5A,69.0
15683,Fayette County,PA,42051,H1,5A,69.0
15445,Fayette County,PA,42051,H1,5A,69.0
15465,Fayette County,PA,42051,H1,5A,69.0
15413,Fayette County,PA,42051,H1,5A,69.0
15012,Fayette County,PA,42051,H1,5A,69.0
15474,Fayette County,PA,42051,H1,5A,69.0
15437,Fayette County,PA,42051,H1,5A,69.0
15438,Fayette County,PA,42051,H1,5A,69.0
15472,Fayette County,PA,42051,H1,5A,69.0
15666,Fayette County,PA,42051,H1,5A,69.0
15410,Fayette County,PA,42051,H1,5A,69.0
15458,Fayette County,PA,42051,H1,5A,69.0
15557,Fayette County,PA,42051,H1,5A,69.0
15476,Fayette County,PA,42051,H1,5A,69.0
15489,Fayette County,PA,42051,H1,5A,69.0
15454,Fayette County,PA,42051,H1,5A,69.0
16239,Forest County,PA,42053,H1,5A,69.0
16370,Forest County,PA,42053,H1,5A,69.0
16351,Forest County,PA,42053,H1,5A,69.0
15828,Forest County,PA,42053,H1,5A,69.0
16322,Forest County,PA,42053,H1,5A,69.0
16341,Forest County,PA,42053,H1,5A,69.0
16347,Forest County,PA,42053,H1,5A,69.0
16260,Forest County,PA,42053,H1,5A,69.0
16217,Forest County,PA,42053,H1,5A,69.0
16321,Forest County,PA,42053,H1,5A,69.0
15825,Forest County,PA,42053,H1,5A,69.0
16353,Forest County,PA,42053,H1,5A,69.0
17219,Franklin County,PA,42055,H1,5A,69.0
17217,Franklin County,PA,42055,H1,5A,69.0
17251,Franklin County,PA,42055,H1,5A,69.0
17231,Franklin County,PA,42055,H1,5A,69.0
17201,Franklin County,PA,42055,H1,5A,69.0
17240,Franklin County,PA,42055,H1,5A,69.0
17257,Franklin County,PA,42055,H1,5A,69.0
17214,Franklin County,PA,42055,H1,5A,69.0
17224,Franklin County,PA,42055,H1,5A,69.0
17233,Franklin County,PA,42055,H1,5A,69.0
17236,Franklin County,PA,42055,H1,5A,69.0
17244,Franklin County,PA,42055,H1,5A,69.0
17221,Franklin County,PA,42055,H1,5A,69.0
17220,Franklin County,PA,42055,H1,5A,69.0
17262,Franklin County,PA,42055,H1,5A,69.0
17250,Franklin County,PA,42055,H1,5A,69.0
17272,Franklin County,PA,42055,H1,5A,69.0
17246,Franklin County,PA,42055,H1,5A,69.0
17256,Franklin County,PA,42055,H1,5A,69.0
17202,Franklin County,PA,42055,H1,5A,69.0
17263,Franklin County,PA,42055,H1,5A,69.0
17210,Franklin County,PA,42055,H1,5A,69.0
17271,Franklin County,PA,42055,H1,5A,69.0
17254,Franklin County,PA,42055,H1,5A,69.0
17247,Franklin County,PA,42055,H1,5A,69.0
17021,Franklin County,PA,42055,H1,5A,69.0
17222,Franklin County,PA,42055,H1,5A,69.0
17268,Franklin County,PA,42055,H1,5A,69.0
17235,Franklin County,PA,42055,H1,5A,69.0
17232,Franklin County,PA,42055,H1,5A,69.0
17261,Franklin County,PA,42055,H1,5A,69.0
17225,Franklin County,PA,42055,H1,5A,69.0
17237,Franklin County,PA,42055,H1,5A,69.0
17265,Franklin County,PA,42055,H1,5A,69.0
17252,Franklin County,PA,42055,H1,5A,69.0
15536,Fulton County,PA,42057,H1,5A,69.0
17228,Fulton County,PA,42057,H1,5A,69.0
17236,Fulton County,PA,42057,H1,5A,69.0
17255,Fulton County,PA,42057,H1,5A,69.0
15533,Fulton County,PA,42057,H1,5A,69.0
17233,Fulton County,PA,42057,H1,5A,69.0
17223,Fulton County,PA,42057,H1,5A,69.0
17267,Fulton County,PA,42057,H1,5A,69.0
17212,Fulton County,PA,42057,H1,5A,69.0
17224,Fulton County,PA,42057,H1,5A,69.0
16691,Fulton County,PA,42057,H1,5A,69.0
17238,Fulton County,PA,42057,H1,5A,69.0
17264,Fulton County,PA,42057,H1,5A,69.0
17215,Fulton County,PA,42057,H1,5A,69.0
17229,Fulton County,PA,42057,H1,5A,69.0
16689,Fulton County,PA,42057,H1,5A,69.0
16674,Fulton County,PA,42057,H1,5A,69.0
15344,Greene County,PA,42059,H1,5A,69.0
15461,Greene County,PA,42059,H1,5A,69.0
15359,Greene County,PA,42059,H1,5A,69.0
15353,Greene County,PA,42059,H1,5A,69.0
15341,Greene County,PA,42059,H1,5A,69.0
15364,Greene County,PA,42059,H1,5A,69.0
15315,Greene County,PA,42059,H1,5A,69.0
15349,Greene County,PA,42059,H1,5A,69.0
15337,Greene County,PA,42059,H1,5A,69.0
15377,Greene County,PA,42059,H1,5A,69.0
15325,Greene County,PA,42059,H1,5A,69.0
15338,Greene County,PA,42059,H1,5A,69.0
15357,Greene County,PA,42059,H1,5A,69.0
15316,Greene County,PA,42059,H1,5A,69.0
15329,Greene County,PA,42059,H1,5A,69.0
15362,Greene County,PA,42059,H1,5A,69.0
15352,Greene County,PA,42059,H1,5A,69.0
15310,Greene County,PA,42059,H1,5A,69.0
15322,Greene County,PA,42059,H1,5A,69.0
15380,Greene County,PA,42059,H1,5A,69.0
15327,Greene County,PA,42059,H1,5A,69.0
15320,Greene County,PA,42059,H1,5A,69.0
15370,Greene County,PA,42059,H1,5A,69.0
15334,Greene County,PA,42059,H1,5A,69.0
15346,Greene County,PA,42059,H1,5A,69.0
15351,Greene County,PA,42059,H1,5A,69.0
17264,Huntingdon County,PA,42061,H1,5A,69.0
17229,Huntingdon County,PA,42061,H1,5A,69.0
17213,Huntingdon County,PA,42061,H1,5A,69.0
16611,Huntingdon County,PA,42061,H1,5A,69.0
17260,Huntingdon County,PA,42061,H1,5A,69.0
17253,Huntingdon County,PA,42061,H1,5A,69.0
17052,Huntingdon County,PA,42061,H1,5A,69.0
16634,Huntingdon County,PA,42061,H1,5A,69.0
16652,Huntingdon County,PA,42061,H1,5A,69.0
16685,Huntingdon County,PA,42061,H1,5A,69.0
17243,Huntingdon County,PA,42061,H1,5A,69.0
16678,Huntingdon County,PA,42061,H1,5A,69.0
16657,Huntingdon County,PA,42061,H1,5A,69.0
17239,Huntingdon County,PA,42061,H1,5A,69.0
16877,Huntingdon County,PA,42061,H1,5A,69.0
17060,Huntingdon County,PA,42061,H1,5A,69.0
16621,Huntingdon County,PA,42061,H1,5A,69.0
16683,Huntingdon County,PA,42061,H1,5A,69.0
17002,Huntingdon County,PA,42061,H1,5A,69.0
16674,Huntingdon County,PA,42061,H1,5A,69.0
16654,Huntingdon County,PA,42061,H1,5A,69.0
16647,Huntingdon County,PA,42061,H1,5A,69.0
16686,Huntingdon County,PA,42061,H1,5A,69.0
16623,Huntingdon County,PA,42061,H1,5A,69.0
17249,Huntingdon County,PA,42061,H1,5A,69.0
16865,Huntingdon County,PA,42061,H1,5A,69.0
16660,Huntingdon County,PA,42061,H1,5A,69.0
16694,Huntingdon County,PA,42061,H1,5A,69.0
16669,Huntingdon County,PA,42061,H1,5A,69.0
17066,Huntingdon County,PA,42061,H1,5A,69.0
17255,Huntingdon County,PA,42061,H1,5A,69.0
17021,Huntingdon County,PA,42061,H1,5A,69.0
17215,Huntingdon County,PA,42061,H1,5A,69.0
16622,Huntingdon County,PA,42061,H1,5A,69.0
16638,Huntingdon County,PA,42061,H1,5A,69.0
15920,Indiana County,PA,42063,H1,5A,69.0
15759,Indiana County,PA,42063,H1,5A,69.0
15729,Indiana County,PA,42063,H1,5A,69.0
15618,Indiana County,PA,42063,H1,5A,69.0
15957,Indiana County,PA,42063,H1,5A,69.0
15745,Indiana County,PA,42063,H1,5A,69.0
15717,Indiana County,PA,42063,H1,5A,69.0
15728,Indiana County,PA,42063,H1,5A,69.0
15725,Indiana County,PA,42063,H1,5A,69.0
15765,Indiana County,PA,42063,H1,5A,69.0
15772,Indiana County,PA,42063,H1,5A,69.0
16256,Indiana County,PA,42063,H1,5A,69.0
15750,Indiana County,PA,42063,H1,5A,69.0
16246,Indiana County,PA,42063,H1,5A,69.0
16211,Indiana County,PA,42063,H1,5A,69.0
15684,Indiana County,PA,42063,H1,5A,69.0
15771,Indiana County,PA,42063,H1,5A,69.0
15741,Indiana County,PA,42063,H1,5A,69.0
15723,Indiana County,PA,42063,H1,5A,69.0
15731,Indiana County,PA,42063,H1,5A,69.0
15734,Indiana County,PA,42063,H1,5A,69.0
15746,Indiana County,PA,42063,H1,5A,69.0
15742,Indiana County,PA,42063,H1,5A,69.0
15949,Indiana County,PA,42063,H1,5A,69.0
15714,Indiana County,PA,42063,H1,5A,69.0
15944,Indiana County,PA,42063,H1,5A,69.0
15713,Indiana County,PA,42063,H1,5A,69.0
15767,Indiana County,PA,42063,H1,5A,69.0
15961,Indiana County,PA,42063,H1,5A,69.0
15783,Indiana County,PA,42063,H1,5A,69.0
