ZIP,COUNTYNAME,STATE,STCOUNTYFP,CLASSFP,IECC_Climate_Zone,Lockout_Setpoint
95245,Calaveras County,CA,06009,H1,4B,73.0
95251,Calaveras County,CA,06009,H1,4B,73.0
95232,Calaveras County,CA,06009,H1,4B,73.0
95228,Calaveras County,CA,06009,H1,4B,73.0
95254,Calaveras County,CA,06009,H1,4B,73.0
95248,Calaveras County,CA,06009,H1,4B,73.0
95236,Calaveras County,CA,06009,H1,4B,73.0
95225,Calaveras County,CA,06009,H1,4B,73.0
95950,Colusa County,CA,06011,H1,3B,73.0
95988,Colusa County,CA,06011,H1,3B,73.0
95932,Colusa County,CA,06011,H1,3B,73.0
95912,Colusa County,CA,06011,H1,3B,73.0
95979,Colusa County,CA,06011,H1,3B,73.0
95645,Colusa County,CA,06011,H1,3B,73.0
95939,Colusa County,CA,06011,H1,3B,73.0
95987,Colusa County,CA,06011,H1,3B,73.0
95970,Colusa County,CA,06011,H1,3B,73.0
95955,Colusa County,CA,06011,H1,3B,73.0
95957,Colusa County,CA,06011,H1,3B,73.0
94530,Contra Costa County,CA,06013,H1,3B,73.0
94506,Contra Costa County,CA,06013,H1,3B,73.0
94509,Contra Costa County,CA,06013,H1,3B,73.0
94588,Contra Costa County,CA,06013,H1,3B,73.0
94596,Contra Costa County,CA,06013,H1,3B,73.0
94805,Contra Costa County,CA,06013,H1,3B,73.0
94806,Contra Costa County,CA,06013,H1,3B,73.0
94525,Contra Costa County,CA,06013,H1,3B,73.0
94514,Contra Costa County,CA,06013,H1,3B,73.0
94820,Contra Costa County,CA,06013,H1,3B,73.0
94802,Contra Costa County,CA,06013,H1,3B,73.0
94569,Contra Costa County,CA,06013,H1,3B,73.0
94575,Contra Costa County,CA,06013,H1,3B,73.0
94513,Contra Costa County,CA,06013,H1,3B,73.0
94521,Contra Costa County,CA,06013,H1,3B,73.0
94522,Contra Costa County,CA,06013,H1,3B,73.0
94564,Contra Costa County,CA,06013,H1,3B,73.0
94548,Contra Costa County,CA,06013,H1,3B,73.0
94597,Contra Costa County,CA,06013,H1,3B,73.0
94706,Contra Costa County,CA,06013,H1,3B,73.0
94511,Contra Costa County,CA,06013,H1,3B,73.0
94549,Contra Costa County,CA,06013,H1,3B,73.0
94595,Contra Costa County,CA,06013,H1,3B,73.0
94528,Contra Costa County,CA,06013,H1,3B,73.0
94516,Contra Costa County,CA,06013,H1,3B,73.0
94523,Contra Costa County,CA,06013,H1,3B,73.0
94520,Contra Costa County,CA,06013,H1,3B,73.0
94572,Contra Costa County,CA,06013,H1,3B,73.0
94804,Contra Costa County,CA,06013,H1,3B,73.0
94598,Contra Costa County,CA,06013,H1,3B,73.0
94807,Contra Costa County,CA,06013,H1,3B,73.0
94518,Contra Costa County,CA,06013,H1,3B,73.0
94531,Contra Costa County,CA,06013,H1,3B,73.0
94583,Contra Costa County,CA,06013,H1,3B,73.0
94565,Contra Costa County,CA,06013,H1,3B,73.0
94553,Contra Costa County,CA,06013,H1,3B,73.0
94708,Contra Costa County,CA,06013,H1,3B,73.0
94801,Contra Costa County,CA,06013,H1,3B,73.0
94707,Contra Costa County,CA,06013,H1,3B,73.0
94561,Contra Costa County,CA,06013,H1,3B,73.0
94570,Contra Costa County,CA,06013,H1,3B,73.0
94551,Contra Costa County,CA,06013,H1,3B,73.0
94611,Contra Costa County,CA,06013,H1,3B,73.0
94850,Contra Costa County,CA,06013,H1,3B,73.0
94505,Contra Costa County,CA,06013,H1,3B,73.0
94526,Contra Costa County,CA,06013,H1,3B,73.0
94519,Contra Costa County,CA,06013,H1,3B,73.0
94507,Contra Costa County,CA,06013,H1,3B,73.0
94517,Contra Costa County,CA,06013,H1,3B,73.0
94803,Contra Costa County,CA,06013,H1,3B,73.0
94524,Contra Costa County,CA,06013,H1,3B,73.0
94568,Contra Costa County,CA,06013,H1,3B,73.0
94582,Contra Costa County,CA,06013,H1,3B,73.0
94556,Contra Costa County,CA,06013,H1,3B,73.0
94547,Contra Costa County,CA,06013,H1,3B,73.0
94563,Contra Costa County,CA,06013,H1,3B,73.0
95543,Del Norte County,CA,06015,H1,4C,73.0
95538,Del Norte County,CA,06015,H1,4C,73.0
95531,Del Norte County,CA,06015,H1,4C,73.0
95532,Del Norte County,CA,06015,H1,4C,73.0
95567,Del Norte County,CA,06015,H1,4C,73.0
95548,Del Norte County,CA,06015,H1,4C,73.0
95667,El Dorado County,CA,06017,H1,4B,73.0
95672,El Dorado County,CA,06017,H1,4B,73.0
95682,El Dorado County,CA,06017,H1,4B,73.0
95762,El Dorado County,CA,06017,H1,4B,73.0
95634,El Dorado County,CA,06017,H1,4B,73.0
95636,El Dorado County,CA,06017,H1,4B,73.0
95735,El Dorado County,CA,06017,H1,4B,73.0
95684,El Dorado County,CA,06017,H1,4B,73.0
95623,El Dorado County,CA,06017,H1,4B,73.0
95664,El Dorado County,CA,06017,H1,4B,73.0
95613,El Dorado County,CA,06017,H1,4B,73.0
95726,El Dorado County,CA,06017,H1,4B,73.0
95614,El Dorado County,CA,06017,H1,4B,73.0
95651,El Dorado County,CA,06017,H1,4B,73.0
95635,El Dorado County,CA,06017,H1,4B,73.0
95720,El Dorado County,CA,06017,H1,4B,73.0
95721,El Dorado County,CA,06017,H1,4B,73.0
95666,El Dorado County,CA,06017,H1,4B,73.0
95633,El Dorado County,CA,06017,H1,4B,73.0
95619,El Dorado County,CA,06017,H1,4B,73.0
96158,El Dorado County,CA,06017,H1,4B,73.0
95656,El Dorado County,CA,06017,H1,4B,73.0
96150,El Dorado County,CA,06017,H1,4B,73.0
96151,El Dorado County,CA,06017,H1,4B,73.0
95709,El Dorado County,CA,06017,H1,4B,73.0
96155,El Dorado County,CA,06017,H1,4B,73.0
95629,El Dorado County,CA,06017,H1,4B,73.0
96142,El Dorado County,CA,06017,H1,4B,73.0
93622,Fresno County,CA,06019,H1,3B,73.0
93662,Fresno County,CA,06019,H1,3B,73.0
93646,Fresno County,CA,06019,H1,3B,73.0
93701,Fresno County,CA,06019,H1,3B,73.0
93640,Fresno County,CA,06019,H1,3B,73.0
93650,Fresno County,CA,06019,H1,3B,73.0
93654,Fresno County,CA,06019,H1,3B,73.0
93723,Fresno County,CA,06019,H1,3B,73.0
93706,Fresno County,CA,06019,H1,3B,73.0
93624,Fresno County,CA,06019,H1,3B,73.0
93717,Fresno County,CA,06019,H1,3B,73.0
93774,Fresno County,CA,06019,H1,3B,73.0
93602,Fresno County,CA,06019,H1,3B,73.0
93648,Fresno County,CA,06019,H1,3B,73.0
93618,Fresno County,CA,06019,H1,3B,73.0
93710,Fresno County,CA,06019,H1,3B,73.0
93234,Fresno County,CA,06019,H1,3B,73.0
93628,Fresno County,CA,06019,H1,3B,73.0
93745,Fresno County,CA,06019,H1,3B,73.0
93718,Fresno County,CA,06019,H1,3B,73.0
93773,Fresno County,CA,06019,H1,3B,73.0
93603,Fresno County,CA,06019,H1,3B,73.0
93608,Fresno County,CA,06019,H1,3B,73.0
93844,Fresno County,CA,06019,H1,3B,73.0
93777,Fresno County,CA,06019,H1,3B,73.0
93741,Fresno County,CA,06019,H1,3B,73.0
93707,Fresno County,CA,06019,H1,3B,73.0
93627,Fresno County,CA,06019,H1,3B,73.0
93625,Fresno County,CA,06019,H1,3B,73.0
93630,Fresno County,CA,06019,H1,3B,73.0
93609,Fresno County,CA,06019,H1,3B,73.0
93656,Fresno County,CA,06019,H1,3B,73.0
93664,Fresno County,CA,06019,H1,3B,73.0
93726,Fresno County,CA,06019,H1,3B,73.0
93703,Fresno County,CA,06019,H1,3B,73.0
93616,Fresno County,CA,06019,H1,3B,73.0
93668,Fresno County,CA,06019,H1,3B,73.0
93737,Fresno County,CA,06019,H1,3B,73.0
93775,Fresno County,CA,06019,H1,3B,73.0
93747,Fresno County,CA,06019,H1,3B,73.0
93709,Fresno County,CA,06019,H1,3B,73.0
93620,Fresno County,CA,06019,H1,3B,73.0
93750,Fresno County,CA,06019,H1,3B,73.0
93888,Fresno County,CA,06019,H1,3B,73.0
93761,Fresno County,CA,06019,H1,3B,73.0
93786,Fresno County,CA,06019,H1,3B,73.0
93613,Fresno County,CA,06019,H1,3B,73.0
93721,Fresno County,CA,06019,H1,3B,73.0
93792,Fresno County,CA,06019,H1,3B,73.0
93708,Fresno County,CA,06019,H1,3B,73.0
93794,Fresno County,CA,06019,H1,3B,73.0
93744,Fresno County,CA,06019,H1,3B,73.0
93652,Fresno County,CA,06019,H1,3B,73.0
93790,Fresno County,CA,06019,H1,3B,73.0
93760,Fresno County,CA,06019,H1,3B,73.0
93772,Fresno County,CA,06019,H1,3B,73.0
93793,Fresno County,CA,06019,H1,3B,73.0
93634,Fresno County,CA,06019,H1,3B,73.0
93765,Fresno County,CA,06019,H1,3B,73.0
93647,Fresno County,CA,06019,H1,3B,73.0
93619,Fresno County,CA,06019,H1,3B,73.0
93612,Fresno County,CA,06019,H1,3B,73.0
93631,Fresno County,CA,06019,H1,3B,73.0
93728,Fresno County,CA,06019,H1,3B,73.0
93660,Fresno County,CA,06019,H1,3B,73.0
93651,Fresno County,CA,06019,H1,3B,73.0
93771,Fresno County,CA,06019,H1,3B,73.0
93778,Fresno County,CA,06019,H1,3B,73.0
93740,Fresno County,CA,06019,H1,3B,73.0
93210,Fresno County,CA,06019,H1,3B,73.0
93704,Fresno County,CA,06019,H1,3B,73.0
93711,Fresno County,CA,06019,H1,3B,73.0
93725,Fresno County,CA,06019,H1,3B,73.0
93730,Fresno County,CA,06019,H1,3B,73.0
93724,Fresno County,CA,06019,H1,3B,73.0
93714,Fresno County,CA,06019,H1,3B,73.0
93715,Fresno County,CA,06019,H1,3B,73.0
93791,Fresno County,CA,06019,H1,3B,73.0
93606,Fresno County,CA,06019,H1,3B,73.0
93642,Fresno County,CA,06019,H1,3B,73.0
93605,Fresno County,CA,06019,H1,3B,73.0
93242,Fresno County,CA,06019,H1,3B,73.0
93611,Fresno County,CA,06019,H1,3B,73.0
93626,Fresno County,CA,06019,H1,3B,73.0
93705,Fresno County,CA,06019,H1,3B,73.0
93722,Fresno County,CA,06019,H1,3B,73.0
93720,Fresno County,CA,06019,H1,3B,73.0
93729,Fresno County,CA,06019,H1,3B,73.0
93755,Fresno County,CA,06019,H1,3B,73.0
93776,Fresno County,CA,06019,H1,3B,73.0
93716,Fresno County,CA,06019,H1,3B,73.0
93764,Fresno County,CA,06019,H1,3B,73.0
93649,Fresno County,CA,06019,H1,3B,73.0
93621,Fresno County,CA,06019,H1,3B,73.0
93667,Fresno County,CA,06019,H1,3B,73.0
93675,Fresno County,CA,06019,H1,3B,73.0
93657,Fresno County,CA,06019,H1,3B,73.0
93727,Fresno County,CA,06019,H1,3B,73.0
93702,Fresno County,CA,06019,H1,3B,73.0
93641,Fresno County,CA,06019,H1,3B,73.0
93712,Fresno County,CA,06019,H1,3B,73.0
93779,Fresno County,CA,06019,H1,3B,73.0
95951,Glenn County,CA,06021,H1,3B,73.0
95913,Glenn County,CA,06021,H1,3B,73.0
95939,Glenn County,CA,06021,H1,3B,73.0
95988,Glenn County,CA,06021,H1,3B,73.0
95943,Glenn County,CA,06021,H1,3B,73.0
95920,Glenn County,CA,06021,H1,3B,73.0
95970,Glenn County,CA,06021,H1,3B,73.0
95963,Glenn County,CA,06021,H1,3B,73.0
95540,Humboldt County,CA,06023,H1,4C,73.0
95502,Humboldt County,CA,06023,H1,4C,73.0
95549,Humboldt County,CA,06023,H1,4C,73.0
95551,Humboldt County,CA,06023,H1,4C,73.0
95589,Humboldt County,CA,06023,H1,4C,73.0
95528,Humboldt County,CA,06023,H1,4C,73.0
95519,Humboldt County,CA,06023,H1,4C,73.0
95521,Humboldt County,CA,06023,H1,4C,73.0
95546,Humboldt County,CA,06023,H1,4C,73.0
95536,Humboldt County,CA,06023,H1,4C,73.0
95558,Humboldt County,CA,06023,H1,4C,73.0
95537,Humboldt County,CA,06023,H1,4C,73.0
95565,Humboldt County,CA,06023,H1,4C,73.0
95555,Humboldt County,CA,06023,H1,4C,73.0
95568,Humboldt County,CA,06023,H1,4C,73.0
95503,Humboldt County,CA,06023,H1,4C,73.0
95542,Humboldt County,CA,06023,H1,4C,73.0
95562,Humboldt County,CA,06023,H1,4C,73.0
95518,Humboldt County,CA,06023,H1,4C,73.0
95573,Humboldt County,CA,06023,H1,4C,73.0
95511,Humboldt County,CA,06023,H1,4C,73.0
95556,Humboldt County,CA,06023,H1,4C,73.0
95545,Humboldt County,CA,06023,H1,4C,73.0
95553,Humboldt County,CA,06023,H1,4C,73.0
95570,Humboldt County,CA,06023,H1,4C,73.0
95524,Humboldt County,CA,06023,H1,4C,73.0
95550,Humboldt County,CA,06023,H1,4C,73.0
95587,Humboldt County,CA,06023,H1,4C,73.0
95554,Humboldt County,CA,06023,H1,4C,73.0
95526,Humboldt County,CA,06023,H1,4C,73.0
95559,Humboldt County,CA,06023,H1,4C,73.0
95534,Humboldt County,CA,06023,H1,4C,73.0
95525,Humboldt County,CA,06023,H1,4C,73.0
95547,Humboldt County,CA,06023,H1,4C,73.0
95564,Humboldt County,CA,06023,H1,4C,73.0
95501,Humboldt County,CA,06023,H1,4C,73.0
95560,Humboldt County,CA,06023,H1,4C,73.0
95569,Humboldt County,CA,06023,H1,4C,73.0
95514,Humboldt County,CA,06023,H1,4C,73.0
95563,Humboldt County,CA,06023,H1,4C,73.0
95571,Humboldt County,CA,06023,H1,4C,73.0
92251,Imperial County,CA,06025,H1,2B,73.0
92266,Imperial County,CA,06025,H1,2B,73.0
92250,Imperial County,CA,06025,H1,2B,73.0
92233,Imperial County,CA,06025,H1,2B,73.0
92232,Imperial County,CA,06025,H1,2B,73.0
92259,Imperial County,CA,06025,H1,2B,73.0
92244,Imperial County,CA,06025,H1,2B,73.0
92274,Imperial County,CA,06025,H1,2B,73.0
92243,Imperial County,CA,06025,H1,2B,73.0
92257,Imperial County,CA,06025,H1,2B,73.0
92275,Imperial County,CA,06025,H1,2B,73.0
92283,Imperial County,CA,06025,H1,2B,73.0
92281,Imperial County,CA,06025,H1,2B,73.0
92249,Imperial County,CA,06025,H1,2B,73.0
92225,Imperial County,CA,06025,H1,2B,73.0
92273,Imperial County,CA,06025,H1,2B,73.0
92231,Imperial County,CA,06025,H1,2B,73.0
92227,Imperial County,CA,06025,H1,2B,73.0
92222,Imperial County,CA,06025,H1,2B,73.0
93515,Inyo County,CA,06027,H1,4B,73.0
93527,Inyo County,CA,06027,H1,4B,73.0
93526,Inyo County,CA,06027,H1,4B,73.0
93545,Inyo County,CA,06027,H1,4B,73.0
93530,Inyo County,CA,06027,H1,4B,73.0
93514,Inyo County,CA,06027,H1,4B,73.0
92384,Inyo County,CA,06027,H1,4B,73.0
93522,Inyo County,CA,06027,H1,4B,73.0
93549,Inyo County,CA,06027,H1,4B,73.0
92328,Inyo County,CA,06027,H1,4B,73.0
93513,Inyo County,CA,06027,H1,4B,73.0
92389,Inyo County,CA,06027,H1,4B,73.0
93390,Kern County,CA,06029,H1,3B,73.0
93249,Kern County,CA,06029,H1,3B,73.0
93516,Kern County,CA,06029,H1,3B,73.0
93312,Kern County,CA,06029,H1,3B,73.0
93304,Kern County,CA,06029,H1,3B,73.0
93305,Kern County,CA,06029,H1,3B,73.0
93504,Kern County,CA,06029,H1,3B,73.0
93536,Kern County,CA,06029,H1,3B,73.0
93554,Kern County,CA,06029,H1,3B,73.0
93276,Kern County,CA,06029,H1,3B,73.0
93268,Kern County,CA,06029,H1,3B,73.0
93252,Kern County,CA,06029,H1,3B,73.0
93561,Kern County,CA,06029,H1,3B,73.0
93306,Kern County,CA,06029,H1,3B,73.0
93308,Kern County,CA,06029,H1,3B,73.0
93224,Kern County,CA,06029,H1,3B,73.0
93387,Kern County,CA,06029,H1,3B,73.0
93255,Kern County,CA,06029,H1,3B,73.0
93302,Kern County,CA,06029,H1,3B,73.0
93287,Kern County,CA,06029,H1,3B,73.0
93528,Kern County,CA,06029,H1,3B,73.0
93226,Kern County,CA,06029,H1,3B,73.0
93220,Kern County,CA,06029,H1,3B,73.0
93280,Kern County,CA,06029,H1,3B,73.0
93560,Kern County,CA,06029,H1,3B,73.0
93518,Kern County,CA,06029,H1,3B,73.0
93307,Kern County,CA,06029,H1,3B,73.0
93313,Kern County,CA,06029,H1,3B,73.0
93389,Kern County,CA,06029,H1,3B,73.0
93238,Kern County,CA,06029,H1,3B,73.0
93531,Kern County,CA,06029,H1,3B,73.0
93386,Kern County,CA,06029,H1,3B,73.0
93388,Kern County,CA,06029,H1,3B,73.0
93285,Kern County,CA,06029,H1,3B,73.0
93581,Kern County,CA,06029,H1,3B,73.0
93502,Kern County,CA,06029,H1,3B,73.0
93219,Kern County,CA,06029,H1,3B,73.0
93461,Kern County,CA,06029,H1,3B,73.0
93241,Kern County,CA,06029,H1,3B,73.0
93225,Kern County,CA,06029,H1,3B,73.0
93283,Kern County,CA,06029,H1,3B,73.0
93555,Kern County,CA,06029,H1,3B,73.0
93501,Kern County,CA,06029,H1,3B,73.0
93527,Kern County,CA,06029,H1,3B,73.0
93301,Kern County,CA,06029,H1,3B,73.0
93311,Kern County,CA,06029,H1,3B,73.0
93380,Kern County,CA,06029,H1,3B,73.0
93222,Kern County,CA,06029,H1,3B,73.0
93215,Kern County,CA,06029,H1,3B,73.0
93243,Kern County,CA,06029,H1,3B,73.0
93203,Kern County,CA,06029,H1,3B,73.0
93250,Kern County,CA,06029,H1,3B,73.0
93505,Kern County,CA,06029,H1,3B,73.0
93314,Kern County,CA,06029,H1,3B,73.0
93384,Kern County,CA,06029,H1,3B,73.0
93556,Kern County,CA,06029,H1,3B,73.0
93251,Kern County,CA,06029,H1,3B,73.0
93303,Kern County,CA,06029,H1,3B,73.0
93240,Kern County,CA,06029,H1,3B,73.0
93206,Kern County,CA,06029,H1,3B,73.0
93263,Kern County,CA,06029,H1,3B,73.0
93523,Kern County,CA,06029,H1,3B,73.0
93524,Kern County,CA,06029,H1,3B,73.0
93309,Kern County,CA,06029,H1,3B,73.0
93385,Kern County,CA,06029,H1,3B,73.0
93205,Kern County,CA,06029,H1,3B,73.0
93266,Kings County,CA,06031,H1,3B,73.0
93656,Kings County,CA,06031,H1,3B,73.0
93274,Kings County,CA,06031,H1,3B,73.0
93212,Kings County,CA,06031,H1,3B,73.0
93245,Kings County,CA,06031,H1,3B,73.0
93239,Kings County,CA,06031,H1,3B,73.0
93631,Kings County,CA,06031,H1,3B,73.0
93242,Kings County,CA,06031,H1,3B,73.0
93246,Kings County,CA,06031,H1,3B,73.0
93202,Kings County,CA,06031,H1,3B,73.0
93230,Kings County,CA,06031,H1,3B,73.0
93204,Kings County,CA,06031,H1,3B,73.0
93232,Kings County,CA,06031,H1,3B,73.0
95467,Lake County,CA,06033,H1,4B,73.0
95464,Lake County,CA,06033,H1,4B,73.0
95493,Lake County,CA,06033,H1,4B,73.0
95423,Lake County,CA,06033,H1,4B,73.0
95485,Lake County,CA,06033,H1,4B,73.0
95443,Lake County,CA,06033,H1,4B,73.0
95453,Lake County,CA,06033,H1,4B,73.0
95469,Lake County,CA,06033,H1,4B,73.0
95422,Lake County,CA,06033,H1,4B,73.0
95458,Lake County,CA,06033,H1,4B,73.0
95457,Lake County,CA,06033,H1,4B,73.0
95424,Lake County,CA,06033,H1,4B,73.0
95451,Lake County,CA,06033,H1,4B,73.0
95461,Lake County,CA,06033,H1,4B,73.0
95426,Lake County,CA,06033,H1,4B,73.0
95435,Lake County,CA,06033,H1,4B,73.0
96119,Lassen County,CA,06035,H1,5B,73.0
96130,Lassen County,CA,06035,H1,5B,73.0
96121,Lassen County,CA,06035,H1,5B,73.0
96136,Lassen County,CA,06035,H1,5B,73.0
96128,Lassen County,CA,06035,H1,5B,73.0
96056,Lassen County,CA,06035,H1,5B,73.0
96117,Lassen County,CA,06035,H1,5B,73.0
96109,Lassen County,CA,06035,H1,5B,73.0
96123,Lassen County,CA,06035,H1,5B,73.0
96127,Lassen County,CA,06035,H1,5B,73.0
96009,Lassen County,CA,06035,H1,5B,73.0
96113,Lassen County,CA,06035,H1,5B,73.0
96114,Lassen County,CA,06035,H1,5B,73.0
96132,Lassen County,CA,06035,H1,5B,73.0
96137,Lassen County,CA,06035,H1,5B,73.0
96068,Lassen County,CA,06035,H1,5B,73.0
90032,Los Angeles County,CA,06037,H1,3B,73.0
90035,Los Angeles County,CA,06037,H1,3B,73.0
90056,Los Angeles County,CA,06037,H1,3B,73.0
90402,Los Angeles County,CA,06037,H1,3B,73.0
90403,Los Angeles County,CA,06037,H1,3B,73.0
90405,Los Angeles County,CA,06037,H1,3B,73.0
90401,Los Angeles County,CA,06037,H1,3B,73.0
90274,Los Angeles County,CA,06037,H1,3B,73.0
90018,Los Angeles County,CA,06037,H1,3B,73.0
90026,Los Angeles County,CA,06037,H1,3B,73.0
90016,Los Angeles County,CA,06037,H1,3B,73.0
90021,Los Angeles County,CA,06037,H1,3B,73.0
90746,Los Angeles County,CA,06037,H1,3B,73.0
90733,Los Angeles County,CA,06037,H1,3B,73.0
90254,Los Angeles County,CA,06037,H1,3B,73.0
90210,Los Angeles County,CA,06037,H1,3B,73.0
90079,Los Angeles County,CA,06037,H1,3B,73.0
90212,Los Angeles County,CA,06037,H1,3B,73.0
90213,Los Angeles County,CA,06037,H1,3B,73.0
90255,Los Angeles County,CA,06037,H1,3B,73.0
90815,Los Angeles County,CA,06037,H1,3B,73.0
91006,Los Angeles County,CA,06037,H1,3B,73.0
91046,Los Angeles County,CA,06037,H1,3B,73.0
91108,Los Angeles County,CA,06037,H1,3B,73.0
93550,Los Angeles County,CA,06037,H1,3B,73.0
93590,Los Angeles County,CA,06037,H1,3B,73.0
93552,Los Angeles County,CA,06037,H1,3B,73.0
91402,Los Angeles County,CA,06037,H1,3B,73.0
91405,Los Angeles County,CA,06037,H1,3B,73.0
91344,Los Angeles County,CA,06037,H1,3B,73.0
91362,Los Angeles County,CA,06037,H1,3B,73.0
91617,Los Angeles County,CA,06037,H1,3B,73.0
91302,Los Angeles County,CA,06037,H1,3B,73.0
91321,Los Angeles County,CA,06037,H1,3B,73.0
91330,Los Angeles County,CA,06037,H1,3B,73.0
91748,Los Angeles County,CA,06037,H1,3B,73.0
91754,Los Angeles County,CA,06037,H1,3B,73.0
91744,Los Angeles County,CA,06037,H1,3B,73.0
91715,Los Angeles County,CA,06037,H1,3B,73.0
91765,Los Angeles County,CA,06037,H1,3B,73.0
91790,Los Angeles County,CA,06037,H1,3B,73.0
90603,Los Angeles County,CA,06037,H1,3B,73.0
90605,Los Angeles County,CA,06037,H1,3B,73.0
90307,Los Angeles County,CA,06037,H1,3B,73.0
90209,Los Angeles County,CA,06037,H1,3B,73.0
91507,Los Angeles County,CA,06037,H1,3B,73.0
91778,Los Angeles County,CA,06037,H1,3B,73.0
91009,Los Angeles County,CA,06037,H1,3B,73.0
91408,Los Angeles County,CA,06037,H1,3B,73.0
91115,Los Angeles County,CA,06037,H1,3B,73.0
91793,Los Angeles County,CA,06037,H1,3B,73.0
90652,Los Angeles County,CA,06037,H1,3B,73.0
90295,Los Angeles County,CA,06037,H1,3B,73.0
90508,Los Angeles County,CA,06037,H1,3B,73.0
91769,Los Angeles County,CA,06037,H1,3B,73.0
91346,Los Angeles County,CA,06037,H1,3B,73.0
91365,Los Angeles County,CA,06037,H1,3B,73.0
90651,Los Angeles County,CA,06037,H1,3B,73.0
90306,Los Angeles County,CA,06037,H1,3B,73.0
90661,Los Angeles County,CA,06037,H1,3B,73.0
91199,Los Angeles County,CA,06037,H1,3B,73.0
90846,Los Angeles County,CA,06037,H1,3B,73.0
90671,Los Angeles County,CA,06037,H1,3B,73.0
90048,Los Angeles County,CA,06037,H1,3B,73.0
90039,Los Angeles County,CA,06037,H1,3B,73.0
90047,Los Angeles County,CA,06037,H1,3B,73.0
90301,Los Angeles County,CA,06037,H1,3B,73.0
90305,Los Angeles County,CA,06037,H1,3B,73.0
90293,Los Angeles County,CA,06037,H1,3B,73.0
90502,Los Angeles County,CA,06037,H1,3B,73.0
90265,Los Angeles County,CA,06037,H1,3B,73.0
90025,Los Angeles County,CA,06037,H1,3B,73.0
90004,Los Angeles County,CA,06037,H1,3B,73.0
90013,Los Angeles County,CA,06037,H1,3B,73.0
90027,Los Angeles County,CA,06037,H1,3B,73.0
90802,Los Angeles County,CA,06037,H1,3B,73.0
90805,Los Angeles County,CA,06037,H1,3B,73.0
90801,Los Angeles County,CA,06037,H1,3B,73.0
90241,Los Angeles County,CA,06037,H1,3B,73.0
90069,Los Angeles County,CA,06037,H1,3B,73.0
90220,Los Angeles County,CA,06037,H1,3B,73.0
90087,Los Angeles County,CA,06037,H1,3B,73.0
91201,Los Angeles County,CA,06037,H1,3B,73.0
91001,Los Angeles County,CA,06037,H1,3B,73.0
91203,Los Angeles County,CA,06037,H1,3B,73.0
91436,Los Angeles County,CA,06037,H1,3B,73.0
91364,Los Angeles County,CA,06037,H1,3B,73.0
91601,Los Angeles County,CA,06037,H1,3B,73.0
91605,Los Angeles County,CA,06037,H1,3B,73.0
91340,Los Angeles County,CA,06037,H1,3B,73.0
91307,Los Angeles County,CA,06037,H1,3B,73.0
91301,Los Angeles County,CA,06037,H1,3B,73.0
91313,Los Angeles County,CA,06037,H1,3B,73.0
91221,Los Angeles County,CA,06037,H1,3B,73.0
91723,Los Angeles County,CA,06037,H1,3B,73.0
91741,Los Angeles County,CA,06037,H1,3B,73.0
91803,Los Angeles County,CA,06037,H1,3B,73.0
91768,Los Angeles County,CA,06037,H1,3B,73.0
91792,Los Angeles County,CA,06037,H1,3B,73.0
90604,Los Angeles County,CA,06037,H1,3B,73.0
90637,Los Angeles County,CA,06037,H1,3B,73.0
90660,Los Angeles County,CA,06037,H1,3B,73.0
90294,Los Angeles County,CA,06037,H1,3B,73.0
90081,Los Angeles County,CA,06037,H1,3B,73.0
91210,Los Angeles County,CA,06037,H1,3B,73.0
90831,Los Angeles County,CA,06037,H1,3B,73.0
91413,Los Angeles County,CA,06037,H1,3B,73.0
91603,Los Angeles County,CA,06037,H1,3B,73.0
90095,Los Angeles County,CA,06037,H1,3B,73.0
91392,Los Angeles County,CA,06037,H1,3B,73.0
91114,Los Angeles County,CA,06037,H1,3B,73.0
91404,Los Angeles County,CA,06037,H1,3B,73.0
91614,Los Angeles County,CA,06037,H1,3B,73.0
90223,Los Angeles County,CA,06037,H1,3B,73.0
91021,Los Angeles County,CA,06037,H1,3B,73.0
90264,Los Angeles County,CA,06037,H1,3B,73.0
90507,Los Angeles County,CA,06037,H1,3B,73.0
91395,Los Angeles County,CA,06037,H1,3B,73.0
90610,Los Angeles County,CA,06037,H1,3B,73.0
90899,Los Angeles County,CA,06037,H1,3B,73.0
90084,Los Angeles County,CA,06037,H1,3B,73.0
91371,Los Angeles County,CA,06037,H1,3B,73.0
91771,Los Angeles County,CA,06037,H1,3B,73.0
91185,Los Angeles County,CA,06037,H1,3B,73.0
90029,Los Angeles County,CA,06037,H1,3B,73.0
90038,Los Angeles County,CA,06037,H1,3B,73.0
90064,Los Angeles County,CA,06037,H1,3B,73.0
90275,Los Angeles County,CA,06037,H1,3B,73.0
90291,Los Angeles County,CA,06037,H1,3B,73.0
90408,Los Angeles County,CA,06037,H1,3B,73.0
90005,Los Angeles County,CA,06037,H1,3B,73.0
90006,Los Angeles County,CA,06037,H1,3B,73.0
90023,Los Angeles County,CA,06037,H1,3B,73.0
90706,Los Angeles County,CA,06037,H1,3B,73.0
90711,Los Angeles County,CA,06037,H1,3B,73.0
91105,Los Angeles County,CA,06037,H1,3B,73.0
91007,Los Angeles County,CA,06037,H1,3B,73.0
91202,Los Angeles County,CA,06037,H1,3B,73.0
91024,Los Angeles County,CA,06037,H1,3B,73.0
93543,Los Angeles County,CA,06037,H1,3B,73.0
